"ORF","Gene","Control Median","Control STD","Control Localization","Repeat 1 Median","Repeat 1 STD","Repeat 1 Localization","Repeat 2 Median","Repeat 2 STD","Repeat 2 Localization","DTT Median","DTT STD","DTT FoldChange","DTT Localization","H2O2 Median","H2O2 STD","H2O2 FoldChange","H2O2 Localization","Starvation Median","Starvation STD","Starvation FoldChange","Starvation Localization","Description"
"YBR034C","HMT1",16.47,3.81144589941301,"below threshold",17.2705885,3.50978064742238,"below threshold","15.685345999999999","3.8089098143841502","below threshold","14.21","5.49","0.86","cytosol","18.190000000000001","3.65","1.1000000000000001","cytosol","25","5.28","1.51","cytosol","Nuclear SAM-dependent mono- and asymmetric arginine dimethylating methyltransferase that modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; also methylates ribosomal protein Rps2p"
"YJL068C","YJL068C",16.37,3.71277046157736,"below threshold",17.2712115,3.00986268108803,"below threshold","15.489083000000001","4.0093127156043202","below threshold","17.14","5.49","1.04","cytosol","16.14","3.03","0.98","cytosol","19.2","3.44","1.17","cytosol","Non-essential intracellular esterase that can function as an S-formylglutathione hydrolase; may be involved in the detoxification of formaldehyde, which can be metabolized to S-formylglutathione; similar to human esterase D"
"YMR187C","YMR187C",16.47,4.26165853880689,"below threshold",17.273018,4.11490325358935,"below threshold","15.680851000000001","4.3096061552883098","below threshold","15.31","6.37","0.92","cytosol","16.71","3.24","1.01","cytosol","12.61","2.54","0.76","cytosol","Putative protein of unknown function; YMR187C is not an essential gene"
"YPR179C","HDA3",17.22,3.56798978767025,"below threshold",17.277648,3.65873848618344,"below threshold","17.187705999999999","3.50060877070081","below threshold","17.38","6.7","1","cytosol","18.87","3.93","1.0900000000000001","cytosol","15.24","3.02","0.88","cytosol","Subunit of a possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex that contains an Hda1p homodimer and an Hda2p-Hda3p heterodimer; required for the activity of the complex; has similarity to Hda2p"
"YIL048W","NEO1",17.62,4.69138921277321,"below threshold",17.2783195,4.21794271445238,"below threshold","17.989418000000001","4.9012022004286404","below threshold","17.27","6.1","0.97","cytosol","15.67","2.73","0.88","cytosol","16.350000000000001","3.12","0.92","cytosol","Putative aminophospholipid translocase (flippase) involved in endocytosis and vacuolar biogenesis; localizes to endosomes and the Golgi aparatus"
"YIL132C","CSM2",17.54,3.78990358933705,"below threshold",17.282795,4.12045860637839,"below threshold","17.8011625","3.5367294891050101","below threshold","20.059999999999999","6.37","1.1399999999999999","cytosol","16.440000000000001","4.2","0.93","cytosol","17.86","5.24","1.01","cytosol","Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair, required for accurate chromosome segregation during meiosis"
"YBR226C","YBR226C",16.77,4.16779652438096,"below threshold",17.283629,5.04629223963251,"below threshold","16.261072500000001","3.0997060396479501","below threshold","15.42","4.76","0.91","cytosol","15.08","3.77","0.89","cytosol","16.13","3.52","0.96","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YBR225W"
"YDR282C","YDR282C",15.95,4.01703131989368,"below threshold",17.2866925,3.81858756560467,"below threshold","14.625482999999999","4.0194187072411998","below threshold","17.7","7.88","1.1000000000000001","cytosol","15.76","2.95","0.98","cytosol","17.809999999999999","4.74","1.1100000000000001","cytosol","Putative protein of unknown function"
"YMR206W","YMR206W",15.63,3.5794374384002,"below threshold",17.2870855,3.16730331382451,"below threshold","13.99588","3.25461337644203","below threshold","17.510000000000002","5.0999999999999996","1.1100000000000001","cytosol","17.25","3.62","1.1000000000000001","cytosol","18.649999999999999","3.1","1.19","cytosol","Putative protein of unknown function; YMR206W is not an essential gene"
"YML011C","RAD33",16.85,4.06554199933805,"below threshold",17.289593,4.07783884827811,"below threshold","16.439169","4.0325325698003001","below threshold","15.38","6.65","0.91","cytosol","16.97","3.6","1","cytosol","15.19","2.74","0.9","cytosol","Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus"
"YER015W","FAA2",17.52,4.74448110839026,"below threshold",17.290206,4.77669816370836,"below threshold","17.752033000000001","4.7154292966098499","below threshold","14.27","5.91","0.81","cytosol","17.54","6.36","1","cytosol","16.71","3.75","0.95","cytosol","Medium chain fatty acyl-CoA synthetase, activates imported fatty acids; accepts a wide range of fatty acid chain lengths with a preference for medium chains, C9:0-C13:0; localized to the peroxisome"
"YNL211C","YNL211C",17.23,4.43254721118038,"mitochondria",17.290431,4.47680366811645,"mitochondria","17.173610499999999","4.4031501460769498","mitochondria","21.56","5.0599999999999996","1.25","mitochondria","17.010000000000002","3.77","0.98","mitochondria","18.670000000000002","4.8499999999999996","1.08","mitochondria","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene"
"YHR006W","STP2",15.82,4.28143592825149,"below threshold",17.291628,4.08777773543255,"below threshold","14.374428999999999","3.9875312949226598","below threshold","16.52","5.72","1.04","cytosol","16.670000000000002","4.07","1.05","cytosol","16.420000000000002","5.6","1.03","cytosol","Transcription factor, activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes"
"YER185W","PUG1",15.63,3.78055962115002,"below threshold",17.292307,3.14872979692391,"below threshold","13.972816","3.8736159475846401","below threshold","16.73","5.97","1.07","cytosol","15.08","3.24","0.96","cytosol","22.12","7.9","1.41","cytosol","Plasma membrane protein with roles in the uptake of protoprophyrin IX and the efflux of heme; expression is induced under both low-heme and low-oxygen conditions; member of the fungal lipid-translocating exporter (LTE) family of proteins"
"YIL103W","DPH1",15.99,4.2054358959086,"below threshold",17.292307,4.24091602677038,"below threshold","14.7","3.9419317479751701","below threshold","17.079999999999998","5.4","1.06","cytosol","18.32","3.53","1.1399999999999999","cytosol","17.09","7.18","1.06","cytosol","Protein required, along with Dph2p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p"
"YHR073W","OSH3",16.4,3.49925569759459,"below threshold",17.293478,3.80877020412044,"below threshold","15.526009999999999","3.03033427345173","below threshold","14.27","4.3600000000000003","0.86","cytosol","18.91","4.46","1.1499999999999999","cytosol","19.11","2.96","1.1599999999999999","cytosol","Member of an oxysterol-binding protein family with seven members in S. cerevisiae; family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability"
"YHL032C","GUT1",15.25,3.89489474460757,"below threshold",17.29661,3.46456611060043,"below threshold","13.2240065","3.6858993947145802","below threshold","16.38","6.25","1.07","cytosol","16.23","3.29","1.06","cytosol","16.760000000000002","3.17","1.0900000000000001","cytosol","Glycerol kinase, converts glycerol to glycerol-3-phosphate; glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p; derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p"
"YPR150W","YPR150W",18.16,4.0705924816955,"below threshold",17.297763,4.03009361756489,"below threshold","19.037764500000002","3.8591039958961999","cytosol","15.08","5.53","0.83","cytosol","17.21","3.62","0.94","cytosol","17.02","2.93","0.93","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SUE1/YPR151C"
"YKL157W","APE2",16.75,3.7676574650655,"below threshold",17.298702,3.90881926273434,"below threshold","16.212389000000002","3.6245578953590201","below threshold","15.36","5.0199999999999996","0.91","cytosol","19.170000000000002","3.49","1.1399999999999999","cytosol","16.25","9.08","0.96","cytosol","Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; sequence coordinates have changed since RT-PCR analysis showed that the adjacent ORF YKL158W comprises the 5' exon of APE2/YKL157W"
"YPL060W","LPE10",16.66,3.96527208934846,"below threshold",17.29954,4.21260922811262,"below threshold","16.047619000000001","3.6042719313649898","below threshold","16.25","6.59","0.97","cytosol","16.36","3.14","0.98","cytosol","17.09","2.5099999999999998","1.02","cytosol","Mitochondrial inner membrane magnesium transporter, involved in maintenance of magnesium concentrations inside mitochondria; indirectly affects splicing of group II introns; functionally and structurally related to Mrs2p"
"YBR113W","YBR113W",17.28,3.36573363223951,"below threshold",17.299999,3.22975469968627,"below threshold","17.271477000000001","3.5763151498420398","below threshold","13.03","4.32","0.75","cytosol","16.829999999999998","2.94","0.97","cytosol","19.399999999999999","6.85","1.1200000000000001","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene CYC8"
"YOR053W","YOR053W",16.96,3.89952906865888,"below threshold",17.299999,3.33909640360401,"below threshold","16.635945499999998","4.4335797818670502","below threshold","15.79","5.03","0.93","cytosol","17.2","3.45","1.01","cytosol","16.5","3.4","0.97","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene VHS3/YOR054C"
"YDR444W","YDR444W",16.14,3.71325653273148,"below threshold",17.301282,3.83882934425046,"below threshold","15","3.4620074266633898","below threshold","16.57","6.71","1.02","cytosol","18.829999999999998","3.37","1.1599999999999999","cytosol","19.170000000000002","4.38","1.18","cytosol","Putative protein of unknown function"
"YIL009W","FAA3",16.5,4.05271807455398,"below threshold",17.301435,3.76261781455357,"below threshold","15.700440499999999","4.1666453806263801","below threshold","17.420000000000002","7.15","1.05","cytosol","18.8","3.63","1.1299999999999999","cytosol","15.8","3.87","0.95","cytosol","Long chain fatty acyl-CoA synthetase, activates imported fatty acids; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
"YOR273C","TPO4",16.96,5.31922856974408,"below threshold",17.3033955,4.64001537710142,"below threshold","16.621849000000001","5.9283750182064798","below threshold","14.06","5.22","0.82","cytosol","15.17","3.63","0.89","cytosol","17.059999999999999","3.98","1","cytosol","Polyamine transport protein, recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane; member of the major facilitator superfamily"
"YER119C-A","YER119C-A",17.04,3.37722191352546,"below threshold",17.3059015,3.64063350026827,"below threshold","16.792929000000001","2.7751913673688202","below threshold","16.72","5.72","0.98","cytosol","14.29","2.19","0.83","cytosol","19","3.36","1.1100000000000001","cytosol","Dubious open reading frame, not conserved in closely related Saccharomyces species; deletion mutation blocks replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene SCS2"
"YPL279C","YPL279C",16.54,4.09844527358842,"below threshold",17.306667,4.26152224648857,"below threshold","15.781116000000001","3.6847241076145001","below threshold","15.62","5.05","0.94","cytosol","14.78","2.79","0.89","cytosol","17.63","6.55","1.06","cytosol","Putative protein of unknown function"
"YHR217C","YHR217C",16.77,3.8186452313075,"below threshold",17.308176,4.23491199434477,"below threshold","16.244046999999998","3.4387755814429601","below threshold","17.350000000000001","5.08","1.03","cytosol","14.84","2.96","0.88","cytosol","16.93","7.28","1","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; located in the telomeric region TEL08R."
"YNL282W","POP3",17.7,3.37094050073553,"below threshold",17.310345,3.8943141545121,"below threshold","18.099479500000001","3.0383110747507098","below threshold","15.82","6.27","0.89","cytosol","17.98","3.91","1.01","cytosol","17","6.72","0.96","cytosol","Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5' ends"
"YPR097W","YPR097W",16.93,3.88871514406504,"below threshold",17.312023,4.15564275292966,"below threshold","16.579767","3.5428051293984901","below threshold","15.52","6.43","0.91","cytosol","18.38","3.32","1.08","cytosol","16.809999999999999","3.63","0.99","cytosol","Protein that contains a Phox homology (PX) domain and binds phosphoinositides; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YPR162C","ORC4",17.12,3.24551039088996,"below threshold",17.31212,3.08680305557824,"below threshold","16.944596499999999","3.40317148892836","below threshold","15.81","6.11","0.92","cytosol","16.739999999999998","3.41","0.97","cytosol","13.76","3.11","0.8","cytosol","Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing"
"YHR080C","YHR080C",16.75,4.20715136518176,"below threshold",17.313589,4.24644653397454,"below threshold","16.219176999999998","4.15316411243061","below threshold","17.78","5.7","1.06","cytosol","20.21","4.99","1.2","cytosol","17.809999999999999","3.75","1.06","cytosol","Protein of unknown function that may interact with ribosomes, based on co-purification experiments; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YPR022C","YPR022C",16.36,3.59832965952357,"below threshold",17.315556,3.68360410870173,"below threshold","15.423197999999999","3.2364457094074499","below threshold","16.8","5.0999999999999996","1.02","cytosol","18.5","3.79","1.1299999999999999","cytosol","15.64","2.83","0.95","cytosol","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS"
"YJL182C","YJL182C",18.18,4.96092073493953,"below threshold",17.318329,3.75911561002013,"below threshold","19.070038","6.1850013094468901","cytosol","15.55","6.18","0.85","cytosol","16.12","4.0999999999999996","0.88","cytosol","16.68","3.04","0.91","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W"
"YBL004W","UTP20",17.09,4.32435701833136,"below threshold",17.3206065,4.01571007935128,"below threshold","16.8702535","4.9252033286541197","below threshold","16.88","4.4800000000000004","0.98","cytosol","19","4.01","1.1100000000000001","cytosol","18.41","4.5199999999999996","1.07","cytosol","Component of the small-subunit (SSU) processome, which is involved in the biogenesis of the 18S rRNA"
"YLR426W","TDA5",15.92,3.60325259774998,"below threshold",17.3222045,3.70305846729281,"below threshold","14.523466000000001","3.2742084684244999","below threshold","16.559999999999999","5.08","1.04","cytosol","17.61","3.76","1.1000000000000001","cytosol","24.85","4.0999999999999996","1.56","cytosol","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; proposed to be involved in resistance to mechlorethamine and streptozotocin"
"YGL168W","HUR1",18.14,4.13571456615673,"below threshold",17.325204,3.34693523001136,"below threshold","18.977271999999999","4.6758594398619797","below threshold","16","5.91","0.88","cytosol","18.45","4.97","1.01","cytosol","16.600000000000001","3.23","0.91","cytosol","Protein of unknown function; reported null mutant phenotype of hydroxyurea sensitivity may be due to effects on overlapping PMR1 gene"
"YBL088C","TEL1",17,3.49543167070194,"below threshold",17.325637,3.74001001814784,"below threshold","16.683764499999999","3.1684006219073302","below threshold","15.77","5.25","0.92","cytosol","20.5","4.2699999999999996","1.2","cytosol","16.260000000000002","4.63","0.95","cytosol","Protein kinase primarily involved in telomere length regulation; contributes to cell cycle checkpoint control in response to DNA damage; functionally redundant with Mec1p; homolog of human ataxia telangiectasia (ATM) gene"
"YHR171W","ATG7",17.57,4.21798175676425,"below threshold",17.326582,3.71357563061835,"below threshold","17.835749","4.5130050287057504","below threshold","14.23","4.4000000000000004","0.8","cytosol","14.61","2.12","0.83","cytosol","14.94","3.69","0.84","cytosol","Autophagy-related protein and dual specificity member of the E1 family of ubiquitin-activating enzymes; mediates the conjugation of Atg12p with Atg5p and Atg8p with phosphatidylethanolamine, required steps in autophagosome formation"
"YGL142C","GPI10",15.89,4.52690301131546,"below threshold",17.327587,3.93348733306666,"below threshold","14.461537999999999","4.5760800603356904","below threshold","16.68","6.33","1.04","cytosol","17.43","4.07","1.0900000000000001","cytosol","13.94","2.94","0.87","cytosol","Integral membrane protein involved in glycosylphosphatidylinositol (GPI) anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the GPI core structure; human PIG-Bp is a functional homolog"
"YCR107W","AAD3",15.75,3.91715303415461,"below threshold",17.328768,3.78497462704713,"below threshold","14.192803","3.6719603308130102","below threshold","17.670000000000002","6.17","1.1200000000000001","cytosol","17.39","3.24","1.1000000000000001","cytosol","24.45","4.68","1.55","cytosol","Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role"
"YGR042W","YGR042W",17,4.04965996857534,"below threshold",17.329546,3.09091363363104,"below threshold","16.701829499999999","4.7514650670031999","below threshold","17.22","6.11","1.01","cytosol","16.59","4.17","0.97","cytosol","14.21","2.86","0.83","cytosol","Putative protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus"
"YGR137W","YGR137W",16.44,3.5752472586015,"below threshold",17.331289,5.23318109394136,"below threshold","15.561403","2.8896676505129899","below threshold","16.14","6.09","0.98","cytosol","15.28","2.5299999999999998","0.92","cytosol","16.93","3.43","1.02","cytosol","Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YER146W","LSM5",16.83,4.17076145370349,"below threshold",17.332076,4.17530986392711,"below threshold","16.345361499999999","4.1087121177159904","below threshold","16.95","5.2","1","cytosol","15.36","2.4900000000000002","0.91","cytosol","14.12","3.39","0.83","cytosol","Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA"
"YHR180W","YHR180W",17.61,4.41316168613187,"below threshold",17.332144,4.77241347124754,"below threshold","17.911726000000002","3.80408148010148","below threshold","14.81","5.18","0.84","cytosol","16.52","3.23","0.93","cytosol","16.25","3.19","0.92","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
"YOL152W","FRE7",16.71,3.80927731173366,"below threshold",17.333334,4.40778283296631,"below threshold","16.097208999999999","3.2680502731064398","below threshold","17.88","6.15","1.07","cytosol","18.3","3.05","1.0900000000000001","cytosol","15.25","2.77","0.91","cytosol","Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels"
"YOR292C","YOR292C",15.37,3.72589260683869,"below threshold",17.333334,3.27089701309754,"below threshold","13.4260705","3.2788841109060902","below threshold","16.47","4.51","1.07","cytosol","17.47","4.0599999999999996","1.1299999999999999","cytosol","20.68","7.2","1.34","cytosol","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YOR292C is not an essential gene"
"YJL115W","ASF1",15.84,3.98823780642174,"below threshold",17.339222,3.48398520476393,"below threshold","14.378833","4.0249316891563502","below threshold","16.27","6.37","1.02","cytosol","16.62","3.64","1.04","cytosol","15.12","2.42","0.95","cytosol","Nucleosome assembly factor, involved in chromatin assembly and disassembly, anti-silencing protein that causes derepression of silent loci when overexpressed; plays a role in regulating Ty1 transposition"
"YLR183C","TOS4",17.57,4.83115391203249,"nucleus,cytosol",17.33935,5.00814775351443,"nucleus,cytosol","17.835075","4.6399743877643198","nucleus,cytosol","19.489999999999998","7.34","1.1000000000000001","nucleus,cytosol","16.8","3.97","0.95","nucleus,cytosol","14.79","3.59","0.84","nucleus,cytosol","Forkhead Associated domain containing protein and putative transcription factor found associated with chromatin; target of SBF transcription factor; expression is periodic and peaks in G1; similar to PLM2"
"YBR019C","GAL10",17,3.99695483501052,"below threshold",17.340996,3.93816958409958,"below threshold","16.685293999999999","4.0240105325331399","below threshold","17.63","7.47","1.03","cytosol","18.36","2.97","1.07","cytosol","16.04","3.14","0.94","cytosol","UDP-glucose-4-epimerase, catalyzes the interconversion of UDP-galactose and UDP-D-glucose in galactose metabolism; also catalyzes the conversion of alpha-D-glucose or alpha-D-galactose to their beta-anomers"
"YKR004C","ECM9",16.18,4.17432847738156,"below threshold",17.342857,3.93251827599137,"below threshold","15.030438","4.2383953588891901","below threshold","18.309999999999999","6.34","1.1299999999999999","cytosol","17.32","3.5","1.07","cytosol","17.190000000000001","2.4900000000000002","1.06","cytosol","Non-essential protein of unknown function"
"YIR033W","MGA2",17.32,4.78465620178546,"below threshold",17.34363,5.06881294338056,"below threshold","17.314985","4.5632404657713002","below threshold","21.97","7.13","1.26","cytosol","20.28","4.38","1.17","cytosol","16.97","3.88","0.97","cytosol","ER membrane protein involved in regulation of OLE1 transcription, acts with homolog Spt23p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting"
"YKR085C","MRPL20",17.23,3.05559758317251,"below threshold",17.344077,3.82513277652505,"below threshold","17.128140999999999","2.8793218410461399","below threshold","15.94","6.22","0.92","cytosol","16.62","3.31","0.96","cytosol","16.27","4.51","0.94","cytosol","Mitochondrial ribosomal protein of the large subunit"
"YHR065C","RRP3",16.82,3.71643640799663,"below threshold",17.346848,3.57723558489368,"below threshold","16.310078000000001","3.8380726961824401","below threshold","17","6.1","1.01","cytosol","16.47","2.99","0.97","cytosol","15.87","3.91","0.94","cytosol","Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity"
"YAR060C","YAR060C",17.59,4.33637373344469,"below threshold",17.3520355,3.61145397772755,"below threshold","17.844069000000001","4.67115598000251","below threshold","14.76","5.03","0.83","cytosol","18.100000000000001","3.28","1.02","cytosol","15.52","3.14","0.88","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"
"YJR123W","RPS5",17.91,4.03410588391169,"below threshold",17.352422,3.96049876017806,"below threshold","18.485247000000001","4.0161871334792503","below threshold","20.38","7.2","1.1299999999999999","cytosol","15.84","3.33","0.88","cytosol","19.95","8.49","1.1100000000000001","cytosol","Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins"
"YML015C","TAF11",16.47,4.3019904819607,"below threshold",17.353493,4.44840771721113,"below threshold","15.59","4.1225885847299901","below threshold","16.940000000000001","5.58","1.02","cytosol","17.79","4.09","1.08","cytosol","16.920000000000002","4.93","1.02","cytosol","TFIID subunit (40 kDa), involved in RNA polymerase II transcription initiation, similar to histone H3 with atypical histone fold motif of Spt3-like transcription factors"
"YFL017C","GNA1",17.7,5.30816148498947,"below threshold",17.3535155,5.27232056940372,"below threshold","18.064776999999999","5.3813965860843496","below threshold","16.52","8.86","0.93","cytosol","17.38","6","0.98","cytosol","15.95","3.64","0.9","cytosol","Evolutionarily conserved glucosamine-6-phosphate acetyltransferase required for multiple cell cycle events including passage through START, DNA synthesis, and mitosis; involved in UDP-N-acetylglucosamine synthesis, forms GlcNAc6P from AcCoA"
"YOL113W","SKM1",16.97,3.72398198138042,"below threshold",17.3558405,3.0409409362678,"below threshold","16.596114","3.94073331375842","below threshold","18.64","9.99","1.0900000000000001","cytosol","18.579999999999998","3.54","1.0900000000000001","cytosol","16.73","3.01","0.98","cytosol","Member of the PAK family of serine/threonine protein kinases with similarity to Ste20p and Cla4p; proposed to be a downstream effector of Cdc42p during polarized growth"
"YOR328W","PDR10",16.38,5.04045633766693,"below threshold",17.3568515,4.76660597393886,"below threshold","15.429686999999999","5.2084104532957198","below threshold","17.2","6.86","1.04","cytosol","17.010000000000002","3.91","1.03","cytosol","18.89","6.27","1.1499999999999999","cytosol","ATP-binding cassette (ABC) transporter, multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p"
"YDR288W","NSE3",15.67,3.9311342228527,"below threshold",17.357117,3.49366683538103,"below threshold","14.000513","3.86428199842342","below threshold","15.96","5.29","1.01","cytosol","15.64","3.51","0.99","cytosol","15.79","8.99","1","cytosol","Essential subunit of the Mms21-Smc5-Smc6 complex; protein of unknown function; required for DNA repair and growth"
"YOR287C","YOR287C",15.66,3.90055589057054,"below threshold",17.358664,3.68835487021878,"below threshold","13.972973","3.49299685440897","below threshold","16.149999999999999","4.6900000000000004","1.03","cytosol","15.43","2.82","0.98","cytosol","17.53","2.76","1.1100000000000001","cytosol","Putative protein of unknown function; may play a role in the ribosome and rRNA biosynthesis based on expression profiles and mutant phenotype"
"YBR259W","YBR259W",16.57,3.73359788117365,"below threshold",17.359531,3.71487273748712,"below threshold","15.8008445","3.6733558053703099","below threshold","18.510000000000002","6.29","1.1100000000000001","cytosol","18.670000000000002","3.57","1.1200000000000001","cytosol","16.86","6.64","1.01","cytosol","Putative protein of unknown function; YBR259W is not an essential gene"
"YKR098C","UBP11",16.59,3.70406610461319,"below threshold",17.360714,3.92456661263031,"below threshold","15.838174","3.51180324365389","below threshold","18.28","6.03","1.1000000000000001","cytosol","19.149999999999999","3.81","1.1499999999999999","cytosol","15.16","2.35","0.91","cytosol","Ubiquitin-specific protease that cleaves ubiquitin from ubiquitinated proteins"
"YLL002W","RTT109",16.32,3.34678416661107,"below threshold",17.361635,3.43865525138836,"below threshold","15.304721000000001","2.8978510300592699","below threshold","15.84","5.27","0.97","cytosol","17.32","3.06","1.06","cytosol","16.22","3.87","0.99","cytosol","Histone acetyltransferase critical for cell survival in the presence of DNA damage during S phase; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p"
"YGL183C","MND1",17.95,3.61264549667911,"below threshold",17.362265,3.84818207288219,"below threshold","18.540541000000001","3.30930858181895","below threshold","17.32","7.25","0.96","cytosol","16.420000000000002","2.94","0.91","cytosol","15.99","3.42","0.89","cytosol","Protein required for recombination and meiotic nuclear division; forms a complex with Hop2p, which is involved in chromosome pairing and repair of meiotic double-strand breaks"
"YEL030W","ECM10",16.83,4.51080886748149,"below threshold",17.3630755,5.63858131584809,"below threshold","16.315863499999999","3.7085870110115802","below threshold","NA","NA","NA","cytosol","18.72","4.37","1.1100000000000001","cytosol","17.78","3.72","1.05","cytosol","Heat shock protein of the Hsp70 family, localized in mitochondrial nucleoids, plays a role in protein translocation, interacts with Mge1p in an ATP-dependent manner; overexpression induces extensive mitochondrial DNA aggregations"
"YJR037W","YJR037W",16.68,3.53514005978305,"below threshold",17.366193,3.78802545088301,"below threshold","16.003610999999999","3.3285170841928902","below threshold","15.04","4.5199999999999996","0.9","cytosol","15.83","3.45","0.94","cytosol","18.71","8.3800000000000008","1.1200000000000001","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps verified gene HUL4/YJR036C; deletion mutant has decreased spore survival in Drosophila feces"
"YDR319C","YFT2",17.64,4.94228645089564,"below threshold",17.3689765,5.43357842734315,"below threshold","17.934781999999998","4.4601434326661202","below threshold","30.93","16.11","1.75","cytosol","22.85","5.43","1.29","cytosol","24.52","8.4499999999999993","1.38","cytosol","Putative protein of unknown function, identified as an ortholog of the highly conserved FIT family of proteins involved in triglyceride droplet biosynthesis; interacts with Sst2p and Hsp82p in high-throughput two-hybrid screens"
"YOR170W","YOR170W",17.82,4.67133317749449,"below threshold",17.370108,5.01566873024892,"below threshold","18.299320000000002","4.5489892914694599","below threshold","16.22","5.09","0.9","cytosol","17.07","3.08","0.95","cytosol","14.71","3.12","0.82","cytosol","Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene LCB4"
"YNL273W","TOF1",17.08,3.50428335053439,"below threshold",17.3716275,3.76770466360856,"below threshold","16.803201000000001","3.2078702041779801","below threshold","16.09","5.83","0.94","cytosol","18.62","3.81","1.08","cytosol","15.9","3.71","0.93","cytosol","Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA; interacts with the MCM helicase"
"YPL085W","SEC16",17.23,4.11609484849981,"below threshold",17.374645,4.90076567329987,"below threshold","17.092837500000002","3.0456950923311501","below threshold","17.809999999999999","5.77","1.03","cytosol","17.829999999999998","3.84","1.03","cytosol","15.69","3.14","0.91","cytosol","COPII vesicle coat protein required for ER transport vesicle budding; Sec16p is bound to the periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p"
